title,post_body,price,location,url,bedrooms,bathrooms,datetime,latitude,longitude,cats_allowed,dogs_allowed,geometry,district,post_length
huge 3 bed – kin & queen size bedrooms,"huge 3 bed – kin & queen size bedrooms 2 minutes to n & w train. always get your favorite seat express bus to airport living room 12 by 14, 5 huge closets moments to fine dining, supermarkets, saloons & nightlife",3600,ditmars,https://newyork.craigslist.org/que/apa/d/astoria-huge-bed-kin-queen-size-bedrooms/7702122910.html,3,,['2023-12-28 19:31'],40.775366,-73.909617,1,0,POINT (-73.909617 40.775366),Queens,212.0
loft! high ceilings+storage/ free amenities!* gym/roof/laundry/pets,"loft loft loft! massive dreamed brooklyn loft! 1 large master bedroom with-high ceilings work - office - living space calling all creatives artists mucisians photographers professionals writers + + experience the perfect brooklyn vibe in this incredible extra large space luxury building with free amenities renovated historic textile factory hi all, this loft is an incredible and comfortable massive 900 sqft with extra high ceilings. it portrays the most incredible and creative environment. 18 feet high ceilings, beautiful hardwood floors offering plenty of extra space, no clutter. the living room is a super quiet space away from any street traffic the kitchen is beautiful and fully equipped with a dishwasher, microwave and lots of cabinet spaces the bedroom is a cozy sweet bedroom with high ceilings the unit offers central heat and a/c. the bathroom is a beautiful space with beautiful stone tiles and a comfortable bathtub. storage space pet friendly! dogs and cats are welcomed no pet fee the building is an amazing renovated textile factory with a modern industrial look hosting an amazing community of artists, musicians, writers, creatives and professionals and offering the best vibe. it is full of communal areas and it offers 24/7 amenities: - a large lounge with comfortable sofas, tv with full cable, an open library, pool table, office space and wii fi. - 2 green rooftops with city view - movie theater - laundry - bike room - gym - yoga room - package room all amenities are open 24/7 and free of extra charge this brooklyn historic building is located at a great hot bedstuy spot right on kosciuszko/bedford ave. perfect location, the g train is only 1 block away at bedford/nostrand stop & only steps to great cafes, restaurants and supermarkets. 2 blocks to herbert von king park, fort greene, walk to pratt, 15 minutes to bam, atlantic mall and terminal. near prospect park, brooklyn museum, botanical garden 20 minutes by bike! it limits with clinton hill looking for an extremely responsible, clean and professional tenant proof of job and income required for approval only credit above 650+ for approval contact soon for viewing!",3200,bedstuy/brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-loft-high-ceilingsstorage-free/7702122189.html,1,1.0,['2023-12-28 19:28'],40.690573,-73.953652,0,0,POINT (-73.953652 40.690573),Brooklyn,2161.0
- 2nd floor apartment,"well maintained 2 bedroom 1 bath second floor apartment in 3-family house; includes heat and water. tenant pays utilities. eat-in kitchen; bedrooms have finished wood floors; closets; tile bathroom; living room and hallway have wall-to-wall carpet (professionally cleaned). laundromat close-by.   parking for one small car on the premises (no truck, van, or suv  -- no exceptions).  non-smokers/no pets.  security (interest to tenant). proof of employment; recent pay stubs and employers letter (on company stationery) with monthly; yearly salary; length of employment on company letterhead/stationery; bank or credit union checking account; credit report; references. tenant only e-mail address (no others). required information: ***who will be living in the apartment (in detail)? number of occupants; relationship?*** your full name? your telephone number (best time to call)? number of cars? reply with ""cl $1950"".",1950,port chester -- westchester county,https://newyork.craigslist.org/wch/apa/d/port-chester-2nd-floor-apartment/7702121671.html,2,1.0,['2023-12-28 19:26'],41.0222,-73.6798,0,0,POINT (-73.6798 41.0222),,918.0
1 bedroom newly renovated all utilities included $1800,-1 bedroom apt completely renovated new -your own entrance -great location by the boardwalk & vz bridge -all utilities included - 1800,1800,"south beach, staten island",https://newyork.craigslist.org/stn/apa/d/staten-island-bedroom-newly-renovated/7702119747.html,1,1.0,['2023-12-28 19:18'],40.594503,-74.062915,1,0,POINT (-74.062915 40.594503),Staten Island,134.0
3 bedroom apartment $1500 (3rd floor),3 bedroom apartment on the 3rd floor for rent - quiet block - walking distance up the block from clifton train station and bus on bay st - lot of storage space - large size bedrooms - 3 bedrooms for a great price in a quiet location - plenty street parking - no dogs contact z - 917 201 8082,1500,"clifton, staten island",https://newyork.craigslist.org/stn/apa/d/staten-island-bedroom-apartment-rd-floor/7702119335.html,3,1.0,['2023-12-28 19:16'],40.618961,-74.072922,1,0,POINT (-74.072922 40.618961),Staten Island,291.0
2 bedroom apt $2000 apt b south beach,2 bedroom apartment for rent call z 917 201 8082 -quiet dead end block -plenty of street parking -5m ride from boardwalk -backyard use -central air -cats ok & small dog possiblyv -dishwasher yes no washer/dryer hookups,2000,south beach,https://newyork.craigslist.org/stn/apa/d/staten-island-bedroom-apt-2000-apt/7702118784.html,2,1.0,['2023-12-28 19:14'],40.5973,-74.0768,1,1,POINT (-74.0768 40.5973),Staten Island,218.0
3 bedroom apt for rent $2300 bay terrace 10306,2nd floor 3 bedroom apt $2400_10306 area - beautiful clean apartment - bay terrace great neighborhood - walking distance from train & local/express buses super convenient - no pets - no washer/dryer - no dishwasher text* z 917- 201- 8082,2300,"bayterrace, staten island",https://newyork.craigslist.org/stn/apa/d/staten-island-bedroom-apt-for-rent-2300/7702117837.html,3,1.0,['2023-12-28 19:11'],40.5682,-74.1184,0,0,POINT (-74.1184 40.5682),Staten Island,237.0
bushwick 2 bed!,"2 bed / 1 bath at 234 stockholm st - unit: 1a in bushwick, brooklyn. all pets allowed. nearby subway stations include: dekalb av(l), knickerbocker av (m).",2550,bushwick,https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwick-bed/7702117719.html,2,1.0,['2023-12-28 19:11'],40.7006,-73.918,0,0,POINT (-73.918 40.7006),Brooklyn,154.0
various hra hasa one bedroom apts,landlord looking for hra hasa clients all over brooklyn,2236,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-various-hra-hasa-one-bedroom/7702113357.html,1,1.0,['2023-12-28 18:55'],40.6784,-73.9211,0,0,POINT (-73.9211 40.6784),Brooklyn,55.0
renovated 1 br utilities included,totally renovated 1 br apt for rent in east flatbush utilities included asking $2000 monthly available now. move in before the new year. call agency @718-473-6558,2000,east flatbush,https://newyork.craigslist.org/brk/apa/d/brooklyn-renovated-br-utilities-included/7702110192.html,1,1.0,['2023-12-28 18:43'],40.649813,-73.935019,0,0,POINT (-73.935019 40.649813),Brooklyn,162.0
truly one-of-a-kind! 4 bed 1 bath on a quiet block in the clinton hill,"truly one-of-a-kind! 4 bed 2 bath on a quiet block in the clinton hill/prospect heights area! the place boasts four big bedrooms, and two full bathrooms! top notch kitchen with stone countertops and stainless steel appliances including dishwasher and a microwave. spacious living room, and  central a/c. apartment features: - hardwood floors - high ceilings - exposed brick - dishwasher - stainless steel appliances - built in microwave - stone countertops - cats ok - small dogs ok - hardwood floors - central a/c - exposed brick - natural light in living area - eat in kitchen message me to schedule a viewing!",4941,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-truly-one-of-kind-bed-bath-on/7702109206.html,4,1.0,['2023-12-28 18:40'],40.679,-73.9644,1,1,POINT (-73.9644 40.679),Brooklyn,612.0
bushwick brooklyn 2 bed 1 bath w private yard available,near subway stations & park pets allowed brand new kitchen and bath! windows in every room! very sunny 2br with additional window into the large living room private yard contact asap! 646-924-5050,3000,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwick-brooklyn-bed-bath/7702101861.html,2,1.0,['2023-12-28 18:13'],40.6964,-73.9182,1,1,POINT (-73.9182 40.6964),Brooklyn,196.0
prospect park - big stabilized 2 bed - see pics!,gorgeous 2 bed rent stabilized!! queen sized bedrooms large common area heat / hot water inc pets are ok,2300,prospect park south,https://newyork.craigslist.org/brk/apa/d/brooklyn-prospect-park-big-stabilized/7702098406.html,2,1.0,['2023-12-28 18:03'],40.648193,-73.967068,1,1,POINT (-73.967068 40.648193),Brooklyn,104.0
spacious 3br gem off atlantic ave🏡☀️,"for quickest response, please text (516) 916-7655 with link to listing. just a spacious 3 bedroom off atlantic ave, closes to everything you need. this unit is on the top floor with great natural light. two big rooms + one small bedroom. the kitchen is separate from the living room.",3000,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-3br-gem-off-atlantic/7702097452.html,3,1.0,['2023-12-28 18:00'],40.680557,-73.963394,1,1,POINT (-73.963394 40.680557),Brooklyn,283.0
